지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa)
108,서울,2020-04-18 09:00,12,,2.4,200,69,1006
108,서울,2020-04-18 10:00,13.8,,1.6,230,61,1006.4
108,서울,2020-04-18 11:00,14.9,,2.5,320,57,1006.4
108,서울,2020-04-18 12:00,15.6,,4.3,320,53,1006.3
108,서울,2020-04-18 13:00,17.8,,2.8,340,48,1006.1
108,서울,2020-04-18 14:00,17.9,,2.6,320,47,1005.9
108,서울,2020-04-18 15:00,19.4,,2.5,290,45,1005.3
108,서울,2020-04-18 16:00,18.7,,3.2,290,47,1005.3
108,서울,2020-04-18 17:00,17.5,,4.6,270,54,1005.8
108,서울,2020-04-18 18:00,17.2,,2.9,320,55,1006
108,서울,2020-04-18 19:00,15.6,,2.4,290,61,1006.4
108,서울,2020-04-18 20:00,14,,2.9,290,64,1007.3
108,서울,2020-04-18 21:00,13,,2.2,230,66,1008.6
108,서울,2020-04-18 22:00,12.5,,2.3,320,68,1008.9
108,서울,2020-04-18 23:00,12,,1.3,290,72,1008.6
108,서울,2020-04-19 00:00,11.9,,1.7,270,74,1008.5
108,서울,2020-04-19 01:00,11.4,,.6,70,73,1008.2
108,서울,2020-04-19 02:00,11.3,,2,70,77,1007.6
108,서울,2020-04-19 03:00,11.3,,2.2,70,81,1007.3
108,서울,2020-04-19 04:00,11.3,,2.5,70,81,1007.3
108,서울,2020-04-19 05:00,11.4,,2.9,70,80,1006.9
108,서울,2020-04-19 06:00,11.7,,3.4,90,79,1007.3
108,서울,2020-04-19 07:00,12,,2.8,90,75,1007.7
108,서울,2020-04-19 08:00,12.9,,3.4,90,71,1007.5
108,서울,2020-04-19 09:00,14.1,,2.6,110,65,1008.1
108,서울,2020-04-19 10:00,14.6,,2.2,90,62,1007.3
108,서울,2020-04-19 11:00,15,,3.5,110,59,1006.5
108,서울,2020-04-19 12:00,15.1,,3.8,90,55,1005.3
108,서울,2020-04-19 13:00,15.2,,4,90,53,1004.3
108,서울,2020-04-19 14:00,15.3,,3.9,70,52,1003.2
108,서울,2020-04-19 15:00,14.7,.1,2.7,50,60,1002.4
108,서울,2020-04-19 16:00,13.1,1,1.3,200,72,1002.5
108,서울,2020-04-19 17:00,12.2,2.5,1.4,20,82,1002.4
108,서울,2020-04-19 18:00,11.5,2.6,1.8,50,88,1001.7
108,서울,2020-04-19 19:00,11,2.1,1.9,70,90,1001.4
108,서울,2020-04-19 20:00,10.7,1.6,3.4,90,92,1000.9
108,서울,2020-04-19 21:00,10.1,.3,4.2,90,91,1000.7
108,서울,2020-04-19 22:00,9.9,.1,3.4,70,90,1000.8
108,서울,2020-04-19 23:00,9.5,0,3.4,90,89,1000
108,서울,2020-04-20 00:00,9.5,0,2.9,90,87,1000.1
108,서울,2020-04-20 01:00,9.4,,4,90,85,1000
108,서울,2020-04-20 02:00,9.2,,2.4,90,84,999.7
108,서울,2020-04-20 03:00,9.1,,2,70,84,999.4
108,서울,2020-04-20 04:00,9.2,,1.9,50,83,999.2
108,서울,2020-04-20 05:00,9.2,,1.3,70,83,999.3
108,서울,2020-04-20 06:00,9.1,,1.5,50,84,999.2
108,서울,2020-04-20 07:00,9.4,,.9,320,83,1000.1
108,서울,2020-04-20 08:00,9.8,,.9,140,78,1000.3
108,서울,2020-04-20 09:00,11,,2.7,270,74,1000.9
108,서울,2020-04-20 10:00,12,,3.1,230,74,1000.5
108,서울,2020-04-20 11:00,13.1,,3.3,230,68,1000.3
108,서울,2020-04-20 12:00,12.5,0,4.5,250,68,1000.1
108,서울,2020-04-20 13:00,11.4,.1,4.7,250,79,999.8
108,서울,2020-04-20 14:00,10.1,0,4.7,250,90,999.9
108,서울,2020-04-20 15:00,10.7,0,4.6,270,87,999.6
108,서울,2020-04-20 16:00,12.1,,4.8,270,74,998.9
108,서울,2020-04-20 17:00,11.9,,4.3,270,70,999.3
108,서울,2020-04-20 18:00,11.2,,5.4,290,67,999.5
108,서울,2020-04-20 19:00,10.6,,4.2,270,69,1000.4
108,서울,2020-04-20 20:00,9.9,,3.9,320,60,1001.8
108,서울,2020-04-20 21:00,9,,5.1,290,58,1002.9
108,서울,2020-04-20 22:00,8.4,,4,290,58,1003.4
108,서울,2020-04-20 23:00,7.9,,2.7,250,61,1003.4
108,서울,2020-04-21 00:00,7.6,,2.2,250,62,1003.2
108,서울,2020-04-21 01:00,7.5,,2.7,270,64,1003.3
108,서울,2020-04-21 02:00,7.5,,2.8,270,73,1003
108,서울,2020-04-21 03:00,7.5,,2.6,290,81,1002.8
108,서울,2020-04-21 04:00,7.1,,2.2,290,86,1002.6
108,서울,2020-04-21 05:00,6.9,,2.3,340,82,1002.6
108,서울,2020-04-21 06:00,6,,1.2,320,81,1002.4
108,서울,2020-04-21 07:00,6,,1.7,270,79,1002.9
108,서울,2020-04-21 08:00,7.7,,3.8,290,65,1003.1
108,서울,2020-04-21 09:00,8.7,,6.3,320,47,1003.3
108,서울,2020-04-21 10:00,9.4,,4.9,290,38,1003.7
108,서울,2020-04-21 11:00,9.8,,6,290,39,1003.6
108,서울,2020-04-21 12:00,9.5,,5.9,270,42,1003
108,서울,2020-04-21 13:00,9.9,,7.4,250,33,1002.9
108,서울,2020-04-21 14:00,9.6,,8,250,34,1002.8
108,서울,2020-04-21 15:00,9.6,,7,250,32,1003.1
108,서울,2020-04-21 16:00,9,,7,270,34,1002.8
108,서울,2020-04-21 17:00,8.1,,6.6,290,33,1003.2
108,서울,2020-04-21 18:00,7.6,,6.5,290,32,1003.6
108,서울,2020-04-21 19:00,6.4,,6.1,290,35,1004.6
108,서울,2020-04-21 20:00,5.7,,4.6,290,35,1005.4
108,서울,2020-04-21 21:00,5.3,,4.5,290,35,1006.3
108,서울,2020-04-21 22:00,5,,4.3,290,37,1006.5
108,서울,2020-04-21 23:00,4.8,,2.9,290,40,1006.3
108,서울,2020-04-22 00:00,5,,3.8,290,42,1006.1
108,서울,2020-04-22 01:00,5.2,,3.6,290,41,1005.7
108,서울,2020-04-22 02:00,5.3,,2.7,290,44,1005.2
108,서울,2020-04-22 03:00,5.1,,3.2,290,48,1004.9
108,서울,2020-04-22 04:00,4.7,,3.3,290,49,1004.7
108,서울,2020-04-22 05:00,4.5,,4.3,290,45,1005.1
108,서울,2020-04-22 06:00,4.1,,2.8,290,47,1005.8
108,서울,2020-04-22 07:00,4.4,,4.2,320,47,1006.2
108,서울,2020-04-22 08:00,4.8,,3.5,340,45,1006.2
108,서울,2020-04-22 09:00,5.7,,3.4,320,43,1006.4
108,서울,2020-04-22 10:00,6.6,,5.7,320,40,1006.1
108,서울,2020-04-22 11:00,7.2,,5.3,320,37,1006.2
108,서울,2020-04-22 12:00,7.6,,5.6,290,37,1005.9
108,서울,2020-04-22 13:00,7.7,0,5.4,270,42,1005.5
108,서울,2020-04-22 14:00,7.9,,4.6,290,42,1005.3
108,서울,2020-04-22 15:00,7.8,0,5.2,270,47,1004.9
108,서울,2020-04-22 16:00,7.3,,4.7,290,51,1004.9
108,서울,2020-04-22 17:00,7.2,0,3.4,290,52,1004.7
108,서울,2020-04-22 18:00,7,0,4.1,320,48,1005
108,서울,2020-04-22 19:00,6.8,,4.5,320,47,1005.4
108,서울,2020-04-22 20:00,6.4,,3.9,320,50,1006.2
108,서울,2020-04-22 21:00,6.1,,4.6,320,48,1007
108,서울,2020-04-22 22:00,5.5,,3.9,290,50,1007.3
108,서울,2020-04-22 23:00,5,,3.3,290,52,1007.4
108,서울,2020-04-23 00:00,4.6,,2.9,290,56,1007.4
108,서울,2020-04-23 01:00,4.2,,2.3,290,59,1007.1
108,서울,2020-04-23 02:00,3.8,,1.8,320,61,1006.5
108,서울,2020-04-23 03:00,3.7,,2.1,290,64,1006.3
108,서울,2020-04-23 04:00,3.4,,.9,290,65,1006
108,서울,2020-04-23 05:00,3,,1.4,270,67,1006.2
108,서울,2020-04-23 06:00,3,,2.3,250,70,1006.5
108,서울,2020-04-23 07:00,3.7,,2.2,290,70,1007.2
108,서울,2020-04-23 08:00,5.9,,3.3,290,63,1007.1
108,서울,2020-04-23 09:00,7.7,,3.8,290,55,1006.9
108,서울,2020-04-23 10:00,9.5,,4,290,42,1006.5
108,서울,2020-04-23 11:00,10.4,,5.7,320,29,1005.9
108,서울,2020-04-23 12:00,11.7,,4.2,290,30,1005.2
108,서울,2020-04-23 13:00,12.3,,4.6,290,37,1004.6
108,서울,2020-04-23 14:00,12.4,,4.6,290,39,1004.2
108,서울,2020-04-23 15:00,12.6,,5.8,270,36,1003.7
108,서울,2020-04-23 16:00,12.5,,5.7,270,34,1003.2
108,서울,2020-04-23 17:00,11.7,,5.2,290,31,1003.5
108,서울,2020-04-23 18:00,10.5,,5.6,290,32,1004
108,서울,2020-04-23 19:00,8.9,,4.7,290,38,1004.4
108,서울,2020-04-23 20:00,8.1,,3.4,270,43,1005
108,서울,2020-04-23 21:00,7.6,,3.5,290,42,1005.7
108,서울,2020-04-23 22:00,7.1,,3.6,290,41,1006
108,서울,2020-04-23 23:00,6.6,,2.8,290,47,1006.1
108,서울,2020-04-24 00:00,6.2,,2.2,290,53,1006.1
108,서울,2020-04-24 01:00,5.6,,1.9,290,57,1005.8
108,서울,2020-04-24 02:00,5.4,,2.2,290,62,1005.6
108,서울,2020-04-24 03:00,5.2,,2,290,67,1005.5
108,서울,2020-04-24 04:00,4.9,,1.7,320,70,1005.2
108,서울,2020-04-24 05:00,4.5,,1.5,290,73,1005
108,서울,2020-04-24 06:00,4.3,,.3,0,73,1004.7
108,서울,2020-04-24 07:00,4.4,,.1,0,77,1004.5
108,서울,2020-04-24 08:00,7.2,,3,230,62,1004.1
108,서울,2020-04-24 09:00,9.2,,4.1,230,57,1003.6
108,서울,2020-04-24 10:00,11.2,,4.6,250,44,1003.5
108,서울,2020-04-24 11:00,12.8,,6.7,250,29,1003.3
108,서울,2020-04-24 12:00,13.4,,7.6,250,38,1003
108,서울,2020-04-24 13:00,13.3,,7.4,270,43,1002.8
108,서울,2020-04-24 14:00,14.2,,6.7,270,44,1002.5
108,서울,2020-04-24 15:00,13.7,,7.4,250,44,1001.9
108,서울,2020-04-24 16:00,14,,6.1,270,42,1001.5
108,서울,2020-04-24 17:00,13.7,,6.2,270,45,1001.4
108,서울,2020-04-24 18:00,12.8,,5.5,230,56,1001.6
108,서울,2020-04-24 19:00,11.4,,2.6,270,61,1001.8
108,서울,2020-04-24 20:00,10.9,,3.7,270,59,1002.2
108,서울,2020-04-24 21:00,10.7,,3.4,250,57,1002.4
108,서울,2020-04-24 22:00,10.4,,4.2,230,58,1002.2
108,서울,2020-04-24 23:00,10.1,,2.7,230,55,1002
108,서울,2020-04-25 00:00,9.9,,2.4,200,53,1001.7
108,서울,2020-04-25 01:00,10.2,,2.7,230,53,1001.3
108,서울,2020-04-25 02:00,10.4,,4.2,230,52,1000.7
108,서울,2020-04-25 03:00,10,,2,230,54,999.8
108,서울,2020-04-25 04:00,10.6,,4.1,250,52,999.2
108,서울,2020-04-25 05:00,10.7,,2.9,250,52,998.5
108,서울,2020-04-25 06:00,10.7,,3.6,230,54,998.4
108,서울,2020-04-25 07:00,11.2,,3.2,230,53,998.4
108,서울,2020-04-25 08:00,12.6,,4.3,250,50,998.7
108,서울,2020-04-25 09:00,13.8,,4.7,250,53,998.3
108,서울,2020-04-25 10:00,15.4,,5.2,250,53,998.3
108,서울,2020-04-25 11:00,15.7,,6.1,270,54,998.3
108,서울,2020-04-25 12:00,15.8,,6.7,270,57,998
108,서울,2020-04-25 13:00,16.6,,4.6,250,55,997.5
108,서울,2020-04-25 14:00,16.9,,4.4,250,54,997.5
108,서울,2020-04-25 15:00,16.8,,5.4,290,54,997.3
108,서울,2020-04-25 16:00,16.5,,4,270,53,997.4
108,서울,2020-04-25 17:00,15.9,,4.2,270,54,997.8
108,서울,2020-04-25 18:00,15.5,,3.8,290,54,998
108,서울,2020-04-25 19:00,14.7,,3.3,290,56,998.9
108,서울,2020-04-25 20:00,13.3,,2.8,290,49,1000.1
108,서울,2020-04-25 21:00,12.2,,3.2,320,48,1001.5
108,서울,2020-04-25 22:00,11.1,,2,320,54,1002.7
108,서울,2020-04-25 23:00,10.4,,1.7,290,59,1003
108,서울,2020-04-26 00:00,10.1,,2.9,290,61,1003.4
108,서울,2020-04-26 01:00,9.8,,2.6,320,61,1003.6
108,서울,2020-04-26 02:00,9.5,,2.5,320,62,1003.9
108,서울,2020-04-26 03:00,8.9,,2.4,320,60,1004.1
108,서울,2020-04-26 04:00,8.5,,2.1,320,60,1004.4
108,서울,2020-04-26 05:00,7.9,,2,340,64,1004.6
108,서울,2020-04-26 06:00,6.9,,2,290,64,1005
108,서울,2020-04-26 07:00,7.7,,2.1,340,62,1006.2
108,서울,2020-04-26 08:00,9.3,,2.8,340,53,1006.9
108,서울,2020-04-26 09:00,10.7,,3.9,340,45,1007.4
108,서울,2020-04-26 10:00,12.3,,3.5,290,39,1007.9
108,서울,2020-04-26 11:00,15,,4.1,50,31,1007.7
108,서울,2020-04-26 12:00,16.6,,2,90,25,1007.5
108,서울,2020-04-26 13:00,16.9,,2.7,340,26,1007.2
108,서울,2020-04-26 14:00,17.5,,2.4,320,23,1006.7
108,서울,2020-04-26 15:00,17.9,,2.4,290,21,1005.8
108,서울,2020-04-26 16:00,18.3,,4.5,290,26,1005.9
108,서울,2020-04-26 17:00,16.6,,5.3,290,26,1006.4
108,서울,2020-04-26 18:00,15.6,,3.5,290,27,1007
108,서울,2020-04-26 19:00,13.4,,4.2,290,33,1007.6
108,서울,2020-04-26 20:00,12,,4.6,290,44,1008.4
108,서울,2020-04-26 21:00,11.4,,2.6,290,48,1009.1
108,서울,2020-04-26 22:00,11.1,,2.8,290,50,1009.4
108,서울,2020-04-26 23:00,10.9,,2.5,290,53,1009.4
108,서울,2020-04-27 00:00,10.4,,1.9,290,55,1009.5
108,서울,2020-04-27 01:00,10.4,,1.9,320,57,1009.5
108,서울,2020-04-27 02:00,10,,2.2,290,60,1009.3
108,서울,2020-04-27 03:00,9.9,,2.7,290,68,1009.2
108,서울,2020-04-27 04:00,9.5,,2.1,290,70,1009.2
108,서울,2020-04-27 05:00,8.8,,1.7,320,73,1009
108,서울,2020-04-27 06:00,8.8,,1.8,320,74,1009.3
108,서울,2020-04-27 07:00,9.1,,1,320,74,1009.6
108,서울,2020-04-27 08:00,10.3,,1.6,320,66,1009.9
108,서울,2020-04-27 09:00,12.6,,2.9,230,59,1010
108,서울,2020-04-27 10:00,14.3,,2.9,270,49,1010.3
108,서울,2020-04-27 11:00,15.2,,3.4,360,45,1010.2
108,서울,2020-04-27 12:00,15.7,,3.5,320,35,1009.5
108,서울,2020-04-27 13:00,17,,4.5,290,30,1008.9
108,서울,2020-04-27 14:00,17.5,,2.5,320,25,1008.3
108,서울,2020-04-27 15:00,17.1,,3.1,360,29,1008
108,서울,2020-04-27 16:00,16.6,,5.2,290,34,1007.9
108,서울,2020-04-27 17:00,16.1,,5.2,320,36,1007.9
108,서울,2020-04-27 18:00,15.9,,3.7,270,37,1008.1
108,서울,2020-04-27 19:00,14.4,,3.2,290,33,1008.4
108,서울,2020-04-27 20:00,13.1,,3.7,320,44,1008.9
108,서울,2020-04-27 21:00,12.3,,2.8,290,50,1009.4
108,서울,2020-04-27 22:00,11.9,,2.5,290,53,1010
108,서울,2020-04-27 23:00,11.5,,2.3,320,52,1010.3
108,서울,2020-04-28 00:00,10.9,,1.4,320,46,1010.6
108,서울,2020-04-28 01:00,10.2,,1.6,320,47,1010.7
108,서울,2020-04-28 02:00,9.4,,2.5,290,51,1010.8
108,서울,2020-04-28 03:00,9.2,,3,290,55,1010.8
108,서울,2020-04-28 04:00,8.6,,2.1,270,58,1010.7
108,서울,2020-04-28 05:00,8.2,,1.2,290,61,1010.6
108,서울,2020-04-28 06:00,7.8,,1.1,270,63,1010.6
108,서울,2020-04-28 07:00,8.6,,2.2,270,60,1010.9
108,서울,2020-04-28 08:00,10.9,,2.4,230,58,1011.4
108,서울,2020-04-28 09:00,13,,2,250,49,1011.5
108,서울,2020-04-28 10:00,14.6,,3.4,250,45,1011.3
108,서울,2020-04-28 11:00,16.9,,2.3,250,38,1010.6
108,서울,2020-04-28 12:00,17.9,,5.3,230,31,1009.9
108,서울,2020-04-28 13:00,18.8,,4.6,290,28,1009.2
108,서울,2020-04-28 14:00,19.1,,4.6,290,27,1008.5
108,서울,2020-04-28 15:00,19.5,,4.8,270,28,1007.8
108,서울,2020-04-28 16:00,19,,4.4,250,29,1007.5
108,서울,2020-04-28 17:00,18.6,,4.7,270,31,1007.4
108,서울,2020-04-28 18:00,17.9,,2.9,250,38,1007.4
108,서울,2020-04-28 19:00,16,,4.8,250,44,1007.4
108,서울,2020-04-28 20:00,14.5,,3.4,290,57,1007.8
108,서울,2020-04-28 21:00,13.6,,3,250,64,1008.2
108,서울,2020-04-28 22:00,12.9,,3.7,270,69,1008.1
108,서울,2020-04-28 23:00,12.4,,2.6,230,70,1008.5
108,서울,2020-04-29 00:00,11.9,,1.8,230,72,1008.6
108,서울,2020-04-29 01:00,11.5,,2.2,290,74,1008.9
108,서울,2020-04-29 02:00,11.1,,2,270,76,1008.5
108,서울,2020-04-29 03:00,10.7,,1.8,230,76,1008.5
108,서울,2020-04-29 04:00,10.2,,1.3,140,78,1008.7
108,서울,2020-04-29 05:00,9.8,,1.3,50,82,1009.2
108,서울,2020-04-29 06:00,9.3,,1.8,50,83,1009.6
108,서울,2020-04-29 07:00,9.8,,1.5,70,85,1010.2
108,서울,2020-04-29 08:00,11.9,,1.3,110,77,1010.3
108,서울,2020-04-29 09:00,14.2,,1.4,180,61,1010.5
108,서울,2020-04-29 10:00,16.3,,1.7,250,52,1010.7
108,서울,2020-04-29 11:00,17.9,,3.3,250,42,1010.4
108,서울,2020-04-29 12:00,19.5,,3.7,230,36,1010
108,서울,2020-04-29 13:00,20.2,,3.6,290,33,1009.4
108,서울,2020-04-29 14:00,20.7,,3.7,290,30,1009.1
108,서울,2020-04-29 15:00,20.4,,4.2,290,27,1008.7
108,서울,2020-04-29 16:00,20.2,,4.1,250,26,1008.5
108,서울,2020-04-29 17:00,19.7,,4.4,270,26,1008.2
108,서울,2020-04-29 18:00,18.7,,3.8,290,26,1008
108,서울,2020-04-29 19:00,16.9,,4.4,290,26,1007.8
108,서울,2020-04-29 20:00,15.6,,2.8,290,30,1008.1
108,서울,2020-04-29 21:00,14.4,,1.8,320,38,1008.3
108,서울,2020-04-29 22:00,13.5,,1.1,290,37,1008.5
108,서울,2020-04-29 23:00,12.6,,1.2,320,41,1008.4
108,서울,2020-04-30 00:00,12,,1.1,290,42,1008.4
108,서울,2020-04-30 01:00,11.5,,1.2,320,45,1008.4
108,서울,2020-04-30 02:00,10.7,,1.5,200,46,1008.3
108,서울,2020-04-30 03:00,10.5,,.8,250,44,1008.4
108,서울,2020-04-30 04:00,10.9,,1,160,46,1008.4
108,서울,2020-04-30 05:00,10,,1.7,90,51,1008.3
108,서울,2020-04-30 06:00,9.3,,1.6,90,55,1008.3
108,서울,2020-04-30 07:00,10.2,,1.9,70,56,1008.3
108,서울,2020-04-30 08:00,12.9,,2.1,90,50,1008
108,서울,2020-04-30 09:00,15.4,,.9,110,49,1007.6
108,서울,2020-04-30 10:00,17.1,,1.7,180,46,1007.1
108,서울,2020-04-30 11:00,19.4,,2.4,200,51,1006.5
108,서울,2020-04-30 12:00,20.6,,3.7,250,46,1006.2
108,서울,2020-04-30 13:00,22.1,,4.1,230,43,1005.3
108,서울,2020-04-30 14:00,23.1,,4,250,44,1004.5
108,서울,2020-04-30 15:00,23.3,,3.9,270,46,1004
108,서울,2020-04-30 16:00,22.8,,4.4,250,48,1003.3
108,서울,2020-04-30 17:00,22,,5.2,250,56,1002.4
108,서울,2020-04-30 18:00,20.8,,3.7,290,61,1002.9
108,서울,2020-04-30 19:00,19.6,,3.2,270,69,1002.6
108,서울,2020-04-30 20:00,19.2,,1.6,290,73,1003.3
108,서울,2020-04-30 21:00,18.8,,4,270,77,1004.1
108,서울,2020-04-30 22:00,18.3,,5,250,77,1004
108,서울,2020-04-30 23:00,18,,3.3,250,78,1003.9
108,서울,2020-05-01 00:00,17.8,,3.4,270,79,1004.2
108,서울,2020-05-01 01:00,17.3,,2.2,270,79,1004.1
108,서울,2020-05-01 02:00,16.8,,1.7,290,81,1003.7
108,서울,2020-05-01 03:00,16.5,,1.4,320,83,1003.6
108,서울,2020-05-01 04:00,16.6,,.6,290,82,1003.5
108,서울,2020-05-01 05:00,16.8,,1.4,200,81,1003.7
108,서울,2020-05-01 06:00,16.9,,1.1,200,81,1003.8
108,서울,2020-05-01 07:00,17.2,,2,180,82,1004
108,서울,2020-05-01 08:00,17.8,,1.9,180,80,1004.1
108,서울,2020-05-01 09:00,18.4,,2.2,230,76,1004.1
108,서울,2020-05-01 10:00,19.3,,2.6,230,72,1004.2
108,서울,2020-05-01 11:00,20.4,,2.1,270,69,1004.2
108,서울,2020-05-01 12:00,22.2,,2.5,250,64,1003.7
108,서울,2020-05-01 13:00,23.9,,3.4,230,58,1002.8
108,서울,2020-05-01 14:00,25.5,,3.4,230,55,1002.1
108,서울,2020-05-01 15:00,26,,3.7,250,55,1001.5
108,서울,2020-05-01 16:00,25.3,,4.3,290,58,1001.1
108,서울,2020-05-01 17:00,24.5,,4.9,290,61,1001
108,서울,2020-05-01 18:00,23.1,,4.7,270,66,1001
108,서울,2020-05-01 19:00,21.6,,3.9,250,73,1001.5
108,서울,2020-05-01 20:00,20.3,,2.7,250,76,1002
108,서울,2020-05-01 21:00,19.8,,2.6,270,80,1002.5
108,서울,2020-05-01 22:00,19.6,,3.3,270,82,1002.8
108,서울,2020-05-01 23:00,19.3,,2.5,270,83,1003.1
108,서울,2020-05-02 00:00,19,,3,270,84,1003.5
108,서울,2020-05-02 01:00,18.7,,3.5,230,85,1003.5
108,서울,2020-05-02 02:00,18.1,,2.5,290,86,1003.4
108,서울,2020-05-02 03:00,18.1,,2.7,250,85,1003.1
108,서울,2020-05-02 04:00,18.1,,2.1,250,85,1002.8
108,서울,2020-05-02 05:00,18.3,,1.1,160,85,1002.7
108,서울,2020-05-02 06:00,18.5,,1.7,180,85,1002.9
108,서울,2020-05-02 07:00,18.7,,1.6,230,87,1003.2
108,서울,2020-05-02 08:00,19,,1.2,250,87,1003.2
108,서울,2020-05-02 09:00,19.7,,1.2,180,85,1003.2
108,서울,2020-05-02 10:00,20,,3.3,230,84,1003.2
108,서울,2020-05-02 11:00,20.3,,2.1,250,83,1003.1
108,서울,2020-05-02 12:00,22.2,,2.2,230,77,1002.3
108,서울,2020-05-02 13:00,22.9,,1.2,290,72,1001.6
108,서울,2020-05-02 14:00,23.5,,3.5,290,65,1000.9
108,서울,2020-05-02 15:00,23.9,,2.6,270,63,1000.7
108,서울,2020-05-02 16:00,23.1,,2.4,290,68,1000.5
108,서울,2020-05-02 17:00,22.4,,3.4,290,72,1000.1
108,서울,2020-05-02 18:00,21.8,,3.1,320,74,999.8
108,서울,2020-05-02 19:00,21,,2.6,320,77,999.6
108,서울,2020-05-02 20:00,20.4,,2.4,320,80,999.8
108,서울,2020-05-02 21:00,19.8,,.6,320,82,1000
108,서울,2020-05-02 22:00,19.3,,1.3,20,84,999.9
108,서울,2020-05-02 23:00,19,0,1.5,70,84,999
108,서울,2020-05-03 00:00,18.7,0,2.2,90,86,998.4
108,서울,2020-05-03 01:00,18.7,,.4,0,84,998.5
108,서울,2020-05-03 02:00,18.5,0,1,110,83,998.1
108,서울,2020-05-03 03:00,18.4,0,1.2,90,85,997.6
108,서울,2020-05-03 04:00,17.8,,2.3,70,87,997.1
108,서울,2020-05-03 05:00,17.2,,1.9,50,87,997.1
108,서울,2020-05-03 06:00,17.1,,1.3,70,90,997.2
108,서울,2020-05-03 07:00,17.7,,1.5,110,88,997.2
108,서울,2020-05-03 08:00,18.3,,2.3,110,85,997.2
108,서울,2020-05-03 09:00,18.9,,1.9,90,82,997.6
108,서울,2020-05-03 10:00,19.9,0,3.2,90,77,997
108,서울,2020-05-03 11:00,23,,3.2,90,63,996.6
108,서울,2020-05-03 12:00,24.8,,3.1,140,52,996.2
108,서울,2020-05-03 13:00,26.3,,1.9,140,51,995.2
108,서울,2020-05-03 14:00,26.5,,2.9,160,49,994.6
108,서울,2020-05-03 15:00,27.4,,2.5,140,48,994
108,서울,2020-05-03 16:00,26.8,,1.6,160,48,993.5
108,서울,2020-05-03 17:00,26.7,,1.4,230,47,993.4
108,서울,2020-05-03 18:00,26.1,,.7,160,51,993.6
108,서울,2020-05-03 19:00,24.9,,2.2,320,57,994.2
108,서울,2020-05-03 20:00,22.9,,2.7,290,64,994.8
108,서울,2020-05-03 21:00,21.7,,2.1,320,68,995.6
108,서울,2020-05-03 22:00,20.8,,2.4,290,70,996.3
108,서울,2020-05-03 23:00,20.3,,1.1,320,72,996.1
108,서울,2020-05-04 00:00,20.1,,1,290,74,996
108,서울,2020-05-04 01:00,20.1,,2.3,290,73,995.9
108,서울,2020-05-04 02:00,19.9,,2.3,290,73,995.5
108,서울,2020-05-04 03:00,19.5,,3.1,290,77,996.1
108,서울,2020-05-04 04:00,19.1,,2.7,290,77,996.4
108,서울,2020-05-04 05:00,18.6,,2.6,290,78,996.7
108,서울,2020-05-04 06:00,18.3,,2.9,290,78,997.1
108,서울,2020-05-04 07:00,18.3,,2.1,320,78,997.6
108,서울,2020-05-04 08:00,19.6,,1.6,250,73,997.5
108,서울,2020-05-04 09:00,21.1,,2.9,270,68,997.9
108,서울,2020-05-04 10:00,22.1,,2.3,250,63,998.2
108,서울,2020-05-04 11:00,23.8,,2.6,270,58,997.9
108,서울,2020-05-04 12:00,24.8,,3.1,270,54,997.5
108,서울,2020-05-04 13:00,24.7,,3.3,270,52,997.3
108,서울,2020-05-04 14:00,25.2,,2.7,250,49,997.5
108,서울,2020-05-04 15:00,25.1,,3.8,270,49,997.6
108,서울,2020-05-04 16:00,24.8,,3.4,270,45,996.9
108,서울,2020-05-04 17:00,24.8,,3,290,45,997.3
108,서울,2020-05-04 18:00,21.5,,3.9,230,51,997.9
108,서울,2020-05-04 19:00,19.5,,2.4,250,56,998.4
108,서울,2020-05-04 20:00,17.9,,2,250,59,999
108,서울,2020-05-04 21:00,16.6,,2.6,270,63,999.9
108,서울,2020-05-04 22:00,16,,1.6,250,67,1000.5
108,서울,2020-05-04 23:00,15.4,,2.7,290,69,1000.7
108,서울,2020-05-05 00:00,14.8,,1.3,320,71,1000.7
108,서울,2020-05-05 01:00,14.5,,.1,0,72,1000.7
108,서울,2020-05-05 02:00,14.3,,1.9,320,74,1000.6
108,서울,2020-05-05 03:00,13.9,,1.3,290,75,1000.6
108,서울,2020-05-05 04:00,13.6,,.1,0,76,1000.8
108,서울,2020-05-05 05:00,13.4,,2,50,79,1000.5
108,서울,2020-05-05 06:00,13.6,,2.5,90,78,1000.6
108,서울,2020-05-05 07:00,15.1,,1.8,110,77,1000.9
108,서울,2020-05-05 08:00,16.2,,2,110,72,1001.2
108,서울,2020-05-05 09:00,17.5,,1.8,110,68,1001.1
108,서울,2020-05-05 10:00,18.3,,2.5,180,66,1001.3
108,서울,2020-05-05 11:00,18.9,,1.7,140,65,1001.2
108,서울,2020-05-05 12:00,19.1,,1.7,200,65,1001.9
108,서울,2020-05-05 13:00,19,,3.4,290,65,1002
108,서울,2020-05-05 14:00,17.7,,4.8,250,69,1002.7
108,서울,2020-05-05 15:00,16.8,,2.3,230,65,1002.5
108,서울,2020-05-05 16:00,17.3,,4.3,230,55,1002.4
108,서울,2020-05-05 17:00,18,,2.1,230,56,1001.8
108,서울,2020-05-05 18:00,18.2,,.6,90,56,1000.9
